Vehicle ID,Fuel ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Engine Type,Engine Size,Engine Cylinder Count,Engine/Motor(s) Description,Manufacturer,Manufacturer URL,Category,Fuel Code,Fuel,Electric-Only Range,Total Range,PHEV Type,Notes,Drivetrain,Charging Rate Level 2 (kW),Charging Rate DC Fast (kW),Charging Speed Level 1 (miles added per hour of charging),Charging Speed Level 2 (miles added per hour of charging),Charging Speed DC Fast (miles added per hour of charging),Battery Voltage,Battery Capacity Amp Hours,Battery Capacity kWh,Seating Capacity
13532,57,490,29,Tonale eAWD,2024,"","",77,29,29,29,SI,1.3L,4,"1.3L I4;
89 kW electric motor",Alfa Romeo,"",SUV,PHEV,Plug-in Hybrid Electric,33,360,Blended,"",AWD,"","","","","",304,51.0,15.0,""
13597,57,355,27,Flying Spur Hybrid,2024,"","",46,17,22,19,SI,2.9L,6,"2.9L V6;
103 kW electric motor",Bentley Motors,http://www.bentleymotors.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,21,430,Blended,"",AWD,"","","","","",374,48.0,17.0,""
13598,57,211,27,330e Sedan,2024,"","",73,24,32,26,SI,2.0L,4,2.0L I4; 80 kW electric motor,BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,22,310,Blended,"",RWD,3.7,"",3,8,"",354,34.0,12.0,5
13599,57,211,27,330e xDrive,2024,"","",68,22,32,26,SI,2.0L,4,2.0L I4; 80 kW electric motor,BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,20,300,Blended,"",AWD,3.7,"",3,8,"",354,34.0,12.0,5
13600,57,211,29,XM,2024,"","",46,12,17,14,SI,4.4L,8,4.4L V8; 145 kW electric motor,BMW,https://www.bmwusa.com,SUV,PHEV,Plug-in Hybrid Electric,31,300,Blended,"",AWD,7.4,"",2,11,"",317,93.0,29.0,5
13530,57,223,9,Pacifica Hybrid,2024,"","",82,29,30,30,SI,3.6L,6,"3.6L V6;
89 kW electric motor",Chrysler,http://www.chrysler.com,Van,PHEV,Plug-in Hybrid Electric,32,550,Blended,"",FWD,6.6,"",3,16,"",360,47.0,16.0,7
13531,57,225,29,Hornet PHEV AWD,2024,"","",77,29,29,29,SI,1.3L,4,"1.3L I4;
89 kW electric motor",Dodge,http://www.dodge.com,SUV,PHEV,Plug-in Hybrid Electric,33,360,Blended,"",AWD,"","","","","",304,51.0,15.0,""
13601,57,409,27,SF90 Spider,2024,"","",44,16,19,17,SI,3.9L,8,"3.9L V8; 99, 99, and 150 kW electric motors",Ferrari,http://www.ferrari.com/en_us/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,8,330,Blended,"",AWD,"","","","","",309,21.0,6.0,""
13602,57,409,27,SF90 Stradale ,2024,"","",51,16,20,18,SI,3.9L,8,"3.9L V8; 99, 99, and 150 kW electric motors",Ferrari,http://www.ferrari.com/en_us/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,9,340,Blended,"",AWD,"","","","","",309,21.0,6.0,""
13603,57,351,29,Tucson Plug-in Hybrid,2024,"","",80,35,35,35,SI,1.6L,4,"1.6L I4;
67 kW electric motor",Hyundai,http://www.hyundaiusa.com/,SUV,PHEV,Plug-in Hybrid Electric,33,420,Blended,"",AWD,7.2,"",4,20,"",360,38.0,13.0,5
13534,57,275,29,Grand Cherokee 4xe,2024,"","",56,23,24,23,SI,2.0L,4,"2.0L I4;
100 kW electric motor",Jeep,https://www.jeep.com,SUV,PHEV,Plug-in Hybrid Electric,26,470,Blended,"",4WD,7.7,"",2,13,"",345,50.0,17.0,5
13533,57,275,29,Wrangler 4dr 4xe,2024,"","",49,20,20,20,SI,2.0L,4,"2.0L I4;
100 kW electric motor",Jeep,https://www.jeep.com,SUV,PHEV,Plug-in Hybrid Electric,22,370,Blended,"",4WD,7.7,"",2,11,"",355,50.0,17.0,5
13604,57,361,29,Sorento Plug-in Hybrid,2024,"","",79,35,33,34,SI,1.6L,4,"1.6L I4;
67 kW electric motor",Kia,http://www.kia.com,SUV,PHEV,Plug-in Hybrid Electric,32,460,Blended,"",AWD,7.2,"",4,22,"",360,38.0,13.0,6
13605,57,361,29,Sportage Plug-in Hybrid,2024,"","",84,36,35,35,SI,1.6L,4,"1.6L I4;
67 kW electric motor",Kia,http://www.kia.com,SUV,PHEV,Plug-in Hybrid Electric,34,430,Blended,"",AWD,7.2,"",4,22,"",360,38.0,13.0,5
13606,57,243,29,NX 450h+ AWD,2024,"","",84,38,33,36,SI,2.5L,4,"2.5L I4;
40 and 134 kW electric motors",Lexus,"",SUV,PHEV,Plug-in Hybrid Electric,37,550,Blended,"",AWD,3.3-6.6,"",3,16,"",355,51.0,18.0,5
13607,57,263,29,Outlander PHEV,2024,"","",64,25,27,26,SI,2.4L,4,"2.4L I4;
85 and 100 kW electric motors",Mitsubishi,http://www.mitsubishicars.com/MMNA/jsp/find.do?loc=en-us,SUV,PHEV,Plug-in Hybrid Electric,38,420,Blended,"",AWD,3.7,22,3,8,33,350,56.0,19.0,7
13608,57,221,27,Prius Prime/SE,2024,"","",114,"","",48-52,SI,2.0L,4,"2.0L I4;
120 kW electric motor",Toyota,http://www.toyota.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,40-45,550-600,Blended,Includes standard and SE models,FWD,3.5,"",5,13,"",266,51.0,13.0,5
13609,57,221,29,RAV4 Prime AWD,2024,"","",94,40,36,38,SI,2.5L,4,"2.5L I4;
40 and 134 kW electric motors",Toyota,http://www.toyota.com,SUV,PHEV,Plug-in Hybrid Electric,42,600,Blended,"",AWD,3.3-6.6,"",3,9,"",355,51.0,18.0,5
13610,57,395,27,S60 T8 AWD Recharge,2024,"","",74,30,33,31,SI,2.0L,4,"2.0L I4;
34 kW electric motors (x2)",Volvo,"",Sedan/Wagon,PHEV,Plug-in Hybrid Electric,40,530,Blended,"",AWD,3.6,"",2,7,"",369,51.0,18.0,5
13611,57,395,29,XC60 T8 AWD Recharge,2024,"","",63,28,28,28,SI,2.0L,4,"2.0L I4;
34 kW electric motors (x2)",Volvo,"",SUV,PHEV,Plug-in Hybrid Electric,35,560,Blended,"",AWD,3.6,"",2,6,"",369,51.0,18.0,5
13612,57,395,29,XC90 T8 AWD Recharge,2024,"","",58,26,27,27,SI,2.0L,4,"2.0L I4;

34 and 107 kW electric motors",Volvo,"",SUV,PHEV,Plug-in Hybrid Electric,32,530,Blended,"",AWD,3.6,"",2,6,"",369,51.0,18.0,7
13466,57,377,29,Q5 TFSI e,2023,"","",60,25,27,26,SI,2.0L,4,2.0L I4; 105 kW electric motor,Audi,http://progress.audiusa.com/,SUV,PHEV,Plug-in Hybrid Electric,22,400,Blended,"",AWD,7.4,"",2,24,"",374,48.0,17.0,5
13467,57,355,29,Bentayga Hybrid,2023,"","",47,18,24,20,SI,3.0L,6,3.0L V6; 103 kW electric motor,Bentley Motors,http://www.bentleymotors.com,SUV,PHEV,Plug-in Hybrid Electric,18,420,Blended,"",AWD,"","","","","",374,48.0,17.0,""
13286,57,355,27,Flying Spur Hybrid,2023,"","",46,17,22,19,SI,2.9L,6,"2.9L V6;
103 kW electric motor",Bentley Motors,http://www.bentleymotors.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,21,430,Blended,"",AWD,"","","","","",374,48.0,17.0,""
13468,57,211,27,330e Sedan,2023,"","",73,24,32,27,SI,2.0L,4,2.0L I4; 80 kW electric motor,BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,22,310,Blended,"",RWD,3.7,"",3,8,"",354,34.0,12.0,5
13469,57,211,27,330e xDrive,2023,"","",68,22,32,26,SI,2.0L,4,2.0L I4; 80 kW electric motor,BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,20,300,Blended,"",AWD,3.7,"",3,8,"",354,34.0,12.0,5
13287,57,211,27,530e Sedan,2023,"","",64,24,29,26,SI,2.0L,4,"2.0L I4;
80 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,21,340,Blended,"",RWD,3.7,"",2,8,"",354,34.0,12.0,5
13288,57,211,27,530e xDrive Sedan,2023,"","",62,22,28,25,SI,2.0L,4,"2.0L I4;
80 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,19,320,Blended,"",AWD,3.7,"",2,8,"",354,34.0,12.0,5
13289,57,211,29,X5 xDrive45e,2023,"","",50,19,22,20,SI,3.0L,6,"3.0L V6;
83 kW electric motor",BMW,https://www.bmwusa.com,SUV,PHEV,Plug-in Hybrid Electric,31,400,Blended,"",AWD,3.7,"",2,5,"",355,68.0,24.0,5
13343,57,211,29,XM,2023,"","",73,12,17,14,SI,4.4L,8,"4.4L V8;
145 kW electric motor",BMW,https://www.bmwusa.com,SUV,PHEV,Plug-in Hybrid Electric,31,300,Blended,"",AWD,"","","","","",317,93.0,29.0,""
13290,57,223,9,Pacifica Hybrid,2023,"","",82,29,30,30,SI,3.6L,6,"3.6L V6;
89 kW electric motor",Chrysler,http://www.chrysler.com,Van,PHEV,Plug-in Hybrid Electric,32,520,Blended,"",FWD,6.6,"",3,16,"",360,47.0,16.0,7
13472,57,409,27,296 GTB Spider,2023,"","",47,15,21,18,SI,2.9L,6,2.9L V6; 137 kW electric motor,Ferrari,http://www.ferrari.com/en_us/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,7,320,Blended,"",RWD,"","","","","",294,21.0,6.0,""
13470,57,409,27,SF90 Spider,2023,"","",44,16,19,17,SI,3.9L,8,"3.9L V8; 99 kW, 99 kW, and 150 kW electric motors",Ferrari,http://www.ferrari.com/en_us/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,8,320,Blended,"",AWD,"","","","","",309,21.0,6.0,""
13471,57,409,27,SF90 Stradale,2023,"","",51,16,20,18,SI,3.9L,8,"3.9L V8; 99 kW, 99 kW, and 150 kW electric motors",Ferrari,http://www.ferrari.com/en_us/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,9,330,Blended,"",AWD,"","","","","",309,21.0,6.0,""
13473,57,219,29,Escape FWD PHEV,2023,"","",101,42,37,40,SI,2.5L,4,"2.5L I4;
78 kW electric motor",Ford,https://www.ford.com,SUV,PHEV,Plug-in Hybrid Electric,37,520,Blended,"",FWD,5,"",4,15,"",302,48.0,14.0,5
13291,57,351,29,Santa Fe Plug-in Hybrid,2023,"","",76,33,32,33,SI,1.6L,4,"1.6L I4;
67 kW electric motor",Hyundai,http://www.hyundaiusa.com/,SUV,PHEV,Plug-in Hybrid Electric,31,440,Blended,"",AWD,3.3,"",4,20,"",360,38.0,13.0,5
13292,57,351,29,Tucson Plug-in Hybrid,2023,"","",80,35,35,35,SI,1.6L,4,"1.6L I4;
67 kW electric motor",Hyundai,http://www.hyundaiusa.com/,SUV,PHEV,Plug-in Hybrid Electric,33,420,Blended,"",AWD,7.2,"",4,20,"",360,38.0,13.0,5
13294,57,275,29,Grand Cherokee 4xe,2023,"","",56,23,24,23,SI,2.0L,4,"2.0L I4;
100 kW electric motor",Jeep,https://www.jeep.com,SUV,PHEV,Plug-in Hybrid Electric,26,470,Blended,"",4WD,7.7,"",2,13,"",345,50.0,17.0,5
13293,57,275,29,Wrangler 4dr 4xe,2023,"","",49,20,20,20,SI,2.0L,4,"2.0L I4;
100 kW electric motor",Jeep,https://www.jeep.com,SUV,PHEV,Plug-in Hybrid Electric,22,370,Blended,"",4WD,7.7,"",2,11,"",355,50.0,17.0,5
13474,57,361,27,Niro Plug-in Hybrid,2023,"","",108,49,47,48,SI,1.6L,4,"1.6L I4;
62 kW electric motor",Kia,http://www.kia.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,34,510,Blended,"",FWD,3.3,"",4,10,"",360,31.0,11.0,5
13475,57,361,29,Sorento Plug-in Hybrid,2023,"","",79,35,33,34,SI,1.6L,4,"1.6L I4;
67 kW electric motor",Kia,http://www.kia.com,SUV,PHEV,Plug-in Hybrid Electric,32,460,Blended,"",AWD,7.2,"",4,22,"",360,38.0,13.0,6
13476,57,361,29,Sportage Plug-in Hybrid,2023,"","",84,36,35,35,SI,1.6L,4,"1.6L I4;
67 kW electric motor",Kia,http://www.kia.com,SUV,PHEV,Plug-in Hybrid Electric,34,430,Blended,"",AWD,7.2,"",4,22,"",360,39.0,14.0,5
13477,57,387,29,New Range Rover/Sport P440 PHEV,2023,"","",51,19,24,21,CI,3.0L,6,"3.0L V6;
105 kW electric motor",Land Rover,https://www.landroverusa.com/index.html,SUV,PHEV,Plug-in Hybrid Electric,21,450,Blended,Includes standard and Sport models,4WD,"","","","","",398,96.0,38.0,""
13295,57,243,29,NX 450h+ AWD,2023,"","",84,38,33,36,SI,2.5L,4,"2.5L I4;
40kW and 134kW electric motors;",Lexus,"",SUV,PHEV,Plug-in Hybrid Electric,37,550,Blended,"",AWD,3.3-6.6,"",3,16,"",355,51.0,18.0,5
13296,57,227,29,Aviator AWD PHEV,2023,"","",56,22,25,23,SI,3.0L,6,"3.0L V6;
74 kW electric motor",Lincoln,http://www.lincoln.com,SUV,PHEV,Plug-in Hybrid Electric,21,460,Blended,"",Part-Time 4WD,6.6,"",2,11,"",347,36.0,12.0,7
13478,57,227,29,Corsair AWD PHEV,2023,"","",78,34,32,33,SI,2.5L,4,"2.5L I4;
50 kW and 96 kW electric motors",Lincoln,http://www.lincoln.com,SUV,PHEV,Plug-in Hybrid Electric,27,430,Blended,"",Part-Time 4WD,6.6,"",3,15,"",302,48.0,14.0,5
13121,57,389,27,Artura,2023,"","",39,17,21,18,SI,3.0L,6,"3.0L V6;
71 kW electric motor",McLaren,http://www.mclaren.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,11,330,Blended,"",RWD,"","","","","",296,34.0,10.0,""
13613,57,239,27,S 580 e 4MATIC,2023,"","",49,20,29,23,SI,3.0L,6,"3.0L V6;
110 kW electric motor",Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,56,470,Blended,"",AWD,"","","","","",394,58.0,22.0,""
13122,57,425,27,Cooper SE Countryman ALL4,2023,"","",73,29,30,29,SI,1.5L,3,1.5L I3,Mini,"",Sedan/Wagon,PHEV,Plug-in Hybrid Electric,18,300,Blended,"",AWD,"","","","","",295,34.0,10.0,""
13614,57,263,29,Outlander PHEV,2023,"","",64,25,27,26,SI,2.4L,4,"2.4L I4;
85 and 100 kW electric motors",Mitsubishi,http://www.mitsubishicars.com/MMNA/jsp/find.do?loc=en-us,SUV,PHEV,Plug-in Hybrid Electric,38,420,Blended,"",AWD,3.7,22,3,8,33,350,56.0,19.0,7
13297,57,391,29,Cayenne Turbo S e-Hybrid/Coupe,2023,"","",42,17,20,18,SI,4.0L,8,"4.0L V8;
99 kW electric motor",Porsche,http://www.porsche.com,SUV,PHEV,Plug-in Hybrid Electric,15,370,Blended,"",AWD,3.6-7.3,"",2,10,"",374,48.0,17.0,5
13298,57,391,27,Panamera 4/4S E-Hybrid,2023,"","",50-52,"","",22,SI,2.9L,6,"2.9L V6;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,19,480,Blended,"",AWD,3.6-7.2,"",2,11,"",382,48.0,18.0,2
13299,57,391,27,Panamera Turbo S E-Hybrid,2023,"","",48,18,22,19,SI,4.0L,8,"4.0L V8;
100 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,17,430,Blended,"",AWD,"","","","","",374,48.0,17.0,""
13479,57,383,29,Crosstrek Hybrid AWD,2023,"","",90,36,35,35,"",2.0L,4,"2.0L I4;
88 kW electric motor",Subaru,http://www.subaru.com/,SUV,PHEV,Plug-in Hybrid Electric,17,480,Blended,"",AWD,"","","","","",352,25.0,8.0,""
13480,57,221,27,Prius Prime/SE,2023,"","",114-127,"","",48-52,SI,2.0L,4,"2.0L I4;
120 kW electric motor",Toyota,http://www.toyota.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,40-45,550-600,Blended,Includes standard and SE models,FWD,3.5,"",5,13,"",266,51.0,13.0,5
13481,57,221,29,RAV4 Prime AWD,2023,"","",94,40,36,38,SI,2.5L,4,"2.5L I4;
40 & 134 kW electric motors",Toyota,http://www.toyota.com,SUV,PHEV,Plug-in Hybrid Electric,42,600,Blended,"",AWD,3.3-6.6,"",3,9,"",355,51.0,18.0,5
13344,57,395,27,S60 T8 AWD Recharge,2023,"","",74,30,33,31,SI,2.0L,4,"2.0L I4;
34 kW electric motor",Volvo,"",Sedan/Wagon,PHEV,Plug-in Hybrid Electric,40,530,Blended,"",AWD,3.6,"",2,7,"",369,51.0,18.0,5
13300,57,395,27,S90 T8 AWD Recharge ext. Range,2023,"","",66,28,33,30,SI,2.0L,4,"2.0L I4;
34 &107 kW electric motors",Volvo,"",Sedan/Wagon,PHEV,Plug-in Hybrid Electric,38,500,Blended,"",AWD,3.6,"",2,6,"",369,51.0,18.0,5
13301,57,395,27,V60 T8 AWD Recharge ext. Range,2023,"","",74,30,33,31,SI,2.0L,4,"2.0L I4;
34 &107 kW electric motors",Volvo,"",Sedan/Wagon,PHEV,Plug-in Hybrid Electric,40,530,Blended,"",AWD,3.6,"",2,7,"",369,51.0,18.0,5
13345,57,395,29,XC60 T8 AWD Recharge,2023,"","",63,28,28,28,SI,2.0L,4,"2.0L I4;
34 kW electric motor",Volvo,"",SUV,PHEV,Plug-in Hybrid Electric,36,560,Blended,"",AWD,3.6,"",2,6,"",369,51.0,18.0,5
13346,57,395,29,XC90 T8 AWD Recharge,2023,"","",58,26,27,27,SI,2.0L,4,"2.0L I4;
34 & 107 kW electric motors",Volvo,"",SUV,PHEV,Plug-in Hybrid Electric,33,530,Blended,"",AWD,3.6,"",2,6,"",369,51.0,18.0,7
12831,57,377,27,A7 TFSI e quattro,2022,"","",70,25,31,27,SI,2.0L,4,"2.0L I4;
105 kW electric motor",Audi,http://progress.audiusa.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,26,410,Blended,"",AWD,"","","","","","","","",""
12832,57,377,27,Q5 TFSI e quattro,2022,"","",61,25,27,26,SI,2.0L,4,"2.0L I4;
105 kW electric motor",Audi,http://progress.audiusa.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,23,390,Blended,"",AWD,"","","","","","","","",""
13090,57,355,27,Flying Spur Hybrid,2022,"","",46,17,22,19,SI,2.9L,6,"2.9L V6;
103 kW electric motor",Bentley Motors,http://www.bentleymotors.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,21,430,Blended,"",AWD,"","","","","","","","",""
13067,57,211,27,330e Sedan,2022,"","",75,25,33,28,SI,2.0L,4,"2.0L I4;
80 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,23,320,Blended,"",RWD,"","","","","","","","",""
13068,57,211,27,330e xDrive,2022,"","",67,22,30,25,SI,2.0L,4,"2.0L I4;
80 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,20,290,Blended,"",AWD,"","","","","","","","",""
13069,57,211,27,530e Sedan,2022,"","",64,24,29,26,SI,2.0L,4,"2.0L I4;
80 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,21,340,Blended,"",RWD,"","","","","","","","",""
13070,57,211,27,530e xDrive Sedan,2022,"","",62,22,28,25,SI,2.0L,4,"2.0L I4;
80 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,19,320,Blended,"",AWD,"","","","","","","","",""
13071,57,211,27,745e xDrive,2022,"","",56,19,26,22,SI,3.0L,6,"3.0L V6;
83 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,17,290,Blended,"",AWD,"","","","","","","","",""
13072,57,211,29,X5 xDrive45e,2022,"","",50,19,22,20,SI,3.0L,6,"3.0L I6;
83 kW electric motor",BMW,https://www.bmwusa.com,SUV,PHEV,Plug-in Hybrid Electric,31,400,Blended,"",AWD,"","","","","","","","",""
13035,57,223,9,Pacifica Hybrid,2022,"","",82,29,30,30,SI,3.6L,6,"3.6L V6;
89 kW electric motor",Chrysler,http://www.chrysler.com,Van,PHEV,Plug-in Hybrid Electric,32,520,Blended,"",FWD,"","","","","","","","",""
13089,57,409,27,SF90 Spyder,2022,"","",44,16,19,17,SI,3.9L,8,"3.9L V8;
99kW, 99kW, and 150kW electric motors",Ferrari,http://www.ferrari.com/en_us/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,8,320,Blended,"",AWD,"","","","","","","","",""
13036,57,409,27,SF90 Stradale ,2022,"","",51,16,20,18,SI,3.9L,8,"3.9L V8;
99kW, 99kW, and 150kW electric motors",Ferrari,http://www.ferrari.com/en_us/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,9,330,Blended,"",AWD,"","","","","","","","",""
13037,57,219,29,Escape FWD PHEV,2022,"","",105,43,38,41,SI,2.5L,4,"2.5L I4;
96 kW electric motor",Ford,https://www.ford.com,SUV,PHEV,Plug-in Hybrid Electric,37,520,Blended,"",FWD,"","","","","","","","",""
12833,57,351,27,Ioniq Plug-in Hybrid,2022,"","",119,52,51,52,SI,1.6L,4,"1.6L I4;
45 kW electric motor",Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,29,620,Blended,"",FWD,"","","","","","","","",""
12834,57,351,29,Santa Fe Plug-in Hybrid,2022,"","",76,33,32,33,SI,1.6L,4,"1.6L I4;
45 kW electric motor",Hyundai,http://www.hyundaiusa.com/,SUV,PHEV,Plug-in Hybrid Electric,31,440,Blended,"",AWD,"","","","","","","","",""
12888,57,351,29,Tucson Plug-in Hybrid,2022,"","",80,35,35,35,SI,1.6L,4,"1.6L I4;
67 kW electric motor",Hyundai,http://www.hyundaiusa.com/,SUV,PHEV,Plug-in Hybrid Electric,33,420,Blended,"",AWD,"","","","","","","","",""
13073,57,275,29,Grand Cherokee 4xe,2022,"","",56,23,24,23,SI,2.0L,4,"2.0L I4;
50 kW electric motor",Jeep,https://www.jeep.com,SUV,PHEV,Plug-in Hybrid Electric,26,470,Blended,"",4WD,"","","","","","","","",""
13038,57,275,29,Wrangler 4dr 4xe,2022,"","",49,20,20,20,SI,2.0L,4,"2.0L I4;
100 kW electric motor",Jeep,https://www.jeep.com,SUV,PHEV,Plug-in Hybrid Electric,22,370,Blended,"",4WD,"","","","","","","","",""
12835,57,361,27,Niro Plug-in Hybrid,2022,"","",105,48,44,46,SI,1.6L,4,"1.6L I4;
45 kW electric motor",Kia,http://www.kia.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,26,560,Blended,"",FWD,"","","","","","","","",""
12889,57,361,29,Sorento Plug-in Hybrid,2022,"","",79,35,33,34,SI,1.6L,4,"1.6L I4;
67 kW electric motor",Kia,http://www.kia.com,SUV,PHEV,Plug-in Hybrid Electric,32,460,Blended,"",AWD,"","","","","","","","",""
12836,57,387,29,Range Rover Sport PHEV,2022,"","",42,18,21,19,CI,2.0L,4,"2.0L I4;
105 kW electric motor",Land Rover,https://www.landroverusa.com/index.html,SUV,PHEV,Plug-in Hybrid Electric,19,480,Blended,"",4WD,"","","","","","","","",""
13039,57,243,29,NX 450+ AWD,2022,"","",84,38,33,36,SI,2.5L,4,"2.5L I4;
40kW and 134kW electric motors;",Lexus,"",SUV,PHEV,Plug-in Hybrid Electric,37,550,Blended,"",AWD,"","","","","","","","",""
12903,57,227,29,Aviator AWD PHEV,2022,"","",56,22,25,23,SI,3.0L,6,"3.0L V6;
74 kW electric motor",Lincoln,http://www.lincoln.com,SUV,PHEV,Plug-in Hybrid Electric,21,460,Blended,"",AWD,"","","","","","","","",""
13040,57,227,29,Corsair AWD PHEV,2022,"","",78,34,32,33,SI,2.5L,4,"2.5L I4;
50 kW and 96 kW electric motors",Lincoln,http://www.lincoln.com,SUV,PHEV,Plug-in Hybrid Electric,28,430,Blended,"",Part-Time 4WD,"","","","","","","","",""
12837,57,425,27,Cooper SE Countryman ALL4,2022,"","",73,29,30,29,SI,1.5L,3,"1.5L I3;
65 kW electric motor",Mini,"",Sedan/Wagon,PHEV,Plug-in Hybrid Electric,18,300,Blended,"",AWD,"","","","","","","","",""
12904,57,263,29,Outlander PHEV,2022,"","",74,26,26,26,SI,2.4L,4,"2.4L I4;
60 kW and 70 kW electric motors",Mitsubishi,http://www.mitsubishicars.com/MMNA/jsp/find.do?loc=en-us,SUV,PHEV,Plug-in Hybrid Electric,24,320,Blended,"",AWD,"","","","","","","","",""
12891,57,391,29,Cayenne/Coupe/Platinum e-Hybrid,2022,"","",46,20,22,21,SI,3.0L ,6,"3.0L V6;
99 kW electric motor",Porsche,http://www.porsche.com,SUV,PHEV,Plug-in Hybrid Electric,17,430,Blended,"",AWD,"","","","","","","","",""
12890,57,391,29,Cayenne Turbo S/Coupe e-Hybrid ,2022,"","",42,17,20,18,SI,4.0L,8,"4.0L V8;
99 kW electric motor",Porsche,http://www.porsche.com,SUV,PHEV,Plug-in Hybrid Electric,15,370,Blended,"",AWD,"","","","","","","","",""
12947,57,391,27,Panamera 4 E-Hybrid Executive,2022,"","",52,21,24,22,SI,2.9L,6,"2.9L V6;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,19,480,Blended,"",AWD,"","","","","","","","",""
12948,57,391,27,Panamera 4S E-Hybrid Executive,2022,"","",50,21,23,22,SI,2.9L,6,"2.9L V6;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,19,480,Blended,"",AWD,"","","","","","","","",""
12992,57,391,27,Panamera Turbo S E-Hybrid Executive/ST,2022,"","",48,18,22,19,SI,4.0L,8,"4.0L V8;
100 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,17,430,Blended,"",AWD,"","","","","","","","",""
12892,57,221,27,Prius Prime,2022,"","",133,55,53,54,SI,1.8L,4,"1.8L I4;
23 & 53 kW electric motor",Toyota,http://www.toyota.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,25,640,Blended,"",FWD,"","","","","","","","",""
13041,57,221,29,RAV4 Prime AWD,2022,"","",94,40,36,38,SI,2.5L,4,"2.5L I4;
40 & 134 kW electric motors",Toyota,http://www.toyota.com,SUV,PHEV,Plug-in Hybrid Electric,42,600,Blended,"",AWD,"","","","","","","","",""
12845,57,395,27,S60 T8 AWD Recharge,2022,"","",69,28,33,30,SI,2.0L,4,"2.0L I4;
34 & 65 kW electric motors",Volvo,"",Sedan/Wagon,PHEV,Plug-in Hybrid Electric,22,510,Blended,"",AWD,"","","","","","","","",""
13076,57,395,27,S60 T8 AWD Recharge ext. Range,2022,"","",74,30,33,31,SI,2.0L,4,"2.0L I4;
34 &107 kW electric motors",Volvo,"",Sedan/Wagon,PHEV,Plug-in Hybrid Electric,40,530,Blended,"",AWD,"","","","","","","","",""
12846,57,395,27,S90 T8 AWD Recharge,2022,"","",63,28,31,30,SI,2.0L,4,"2.0L I4;
34 & 65 kW electric motors",Volvo,"",Sedan/Wagon,PHEV,Plug-in Hybrid Electric,21,490,Blended,"",AWD,"","","","","","","","",""
